,Game,Day Since Release,Price,Userscore (Metascore),Owners,Playtime (Median)
4518,Mount & Blade: With Fire and Sword,1507,339,86,1006142,2448
4519,Hell Yeah!,988,749,86,218466,303
4520,Metro 2033 Redux,297,1374,86,401443,747
4521,Injustice: Gods Among Us Ultimate Edition,583,999,86,593177,834
4522,Hitman: Sniper Challenge,999999,1249,86,1349742,150
4523,Blockstorm,28,454,86,69365,544
4524,Ultra Street Fighter IV,315,1799,86,668534,4104
4525,Crysis,2465,999,85,819708,754
4526,Medieval Engineers,119,1499,85,162236,647
4527,Half-Life: Source,4034,249,85,2473183,445
4528,Tomb Raider I,932,349,85,392455,234
4529,Deathmatch Classic,5130,124,85,7124573,35
4530,Styx: Master of Shadows,254,1799,85,99785,928
4531,Grand Theft Auto: San Andreas,1624,449,84,2222915,1152
4532,Wolfenstein: The New Order,395,2999,84,671069,2012
4533,DYNASTY WARRIORS 8: Xtreme Legends Complete Edition,401,2499,84,143800,2642
4534,Post Apocalyptic Mayhem,1554,599,84,226301,300
4535,Team Fortress Classic,5922,124,84,4873082,424
4536,Far Cry,2634,599,83,791824,536
4537,Max Payne 3,1113,599,83,1472111,1225
4538,Ryse: Son of Rome,251,1999,83,177907,757
4539,Prototype,2199,479,82,354201,1139
4540,Deadlight,966,509,82,913040,307
4541,Section 8: Prejudice,1506,499,81,204409,829
4542,Halo: Spartan Assault,440,334,81,289444,203
4543,Crysis 2,1549,659,81,106007,2442
4544,Grand Theft Auto: Episodes from Liberty City,1893,599,81,2413957,1447
4545,Crysis 2 Maximum Edition,1549,1499,81,1997074,638
4546,Trials Evolution Gold Edition,819,1199,80,250268,1738
4547,Saints Row: Gat out of Hell,149,1499,80,128821,831
4548,Half-Life 2: Lost Coast,3521,999,80,13527609,55
4549,DOOM 3: BFG Edition,976,999,80,360192,854
4550,Ricochet,5342,99,80,7104524,30
4551,Bulletstorm,1578,999,79,330695,648
4552,RAGE,1354,999,79,1182436,1609
4553,Medal of Honor: Airborne,2081,499,79,131126,1004
4554,Driver San Francisco,1360,1199,78,163389,1347
4555,Red Faction: Armageddon,1473,999,78,1612685,547
4556,Saints Row 2,2353,499,78,1935775,1536
4557,Painkiller Hell & Damnation,960,999,78,419648,353
4558,Far Cry 2,2430,249,77,1159852,854
4559,Shadowgrounds,3328,104,77,491549,202
4560,Bloody Good Time,1693,299,77,109463,638
4561,Dead Effect,183,149,77,90797,248
4562,Killer is Dead,391,399,77,91488,438
4563,The Evil Within,248,1499,76,253955,1154
4564,Alien Rage - Unlimited,632,799,76,108772,323
4565,ORION: Prelude,1140,49,75,1474876,404
4566,Hitman: Codename 47,3017,349,74,853584,135
4567,Lead and Gold - Gangs of the Wild West,1897,999,74,269165,411
4568,Gauntlet™,268,499,74,360653,658
4569,F.E.A.R. 3,1458,999,73,1608306,756
4570,Minimum,281,399,73,188047,409
4571,God Mode,790,299,73,271930,424
4572,Sniper Ghost Warrior 2,829,799,73,517128,1110
4573,Street Fighter X Tekken,1133,2999,72,107389,1157
4574,Duke Nukem Forever,1466,659,71,750113,1125
4575,Rise of the Triad,687,374,71,157627,427
4576,Mortal Kombat X,66,5999,70,273313,1944
4577,Tom Clancy's Ghost Recon Future Soldier,1087,1199,70,205561,1511
4578,Thief,476,749,70,1089795,1111
4579,Homefront,1557,999,70,790672,1027
4580,America's Army 3,2192,0,70,501919,2335
4581,Need for Speed: Undercover,2372,499,70,209018,1032
4582,Sacred Citadel,793,499,69,475187,206
4583,The Amazing Spider-Man 2,415,1959,69,63143,1048
4584,Survivor Squad,148,35,69,97250,235
4585,Just Cause,3017,349,68,832383,232
4586,Medal of Honor(TM) Single Player,1710,999,67,1555994,405
4587,Medal of Honor(TM) Multiplayer,1710,999,67,1555994,821
4588,The Showdown Effect,835,249,67,499153,235
4589,The Bureau: XCOM Declassified,668,679,67,885156,722
4590,Lost Planet 3,661,999,67,117068,800
4591,Dead Rising 3,286,2499,66,238976,1424
4592,Call of Duty: Advanced Warfare,227,2939,65,861420,922
4593,Evolve,129,3599,65,346596,2520
4594,BRINK,1501,999,65,613226,1023
4595,Kane & Lynch: Dead Men,2744,174,64,344291,241
4596,Operation Flashpoint: Dragon Rising,2081,249,63,542939,735
4597,Kane & Lynch 2: Dog Days,1766,249,63,651480,410
4598,War of the Vikings,429,624,63,50468,2049
4599,Star Wars: The Force Unleashed Ultimate Sith Edition,2011,1999,62,737668,720
4600,Sniper: Ghost Warrior,1820,799,61,849206,1355
4601,Carnage Racing,574,339,60,10601,446
4602,Dead or Alive 5 Last Round,80,2399,59,42172,1247
4603,The Fifth Day,328,1499,59,25580,316
4604,Devil May Cry 3: Special Edition,2928,679,58,173067,312
4605,Velvet Assassin,2239,124,58,253725,156
4606,Enemy Front,373,1199,57,64065,951
4607,Call of Duty: Ghosts,450,2939,56,1237283,802
4608,Star Wars: The Force Unleashed II,1696,1999,56,678673,539
4609,Teenage Mutant Ninja Turtles: Out of the Shadows,659,734,56,43555,505
4610,Aliens: Colonial Marines,857,374,54,349592,1200
4611,The Walking Dead™: Survival Instinct,821,2449,54,75587,635
4612,Alpha Prime,2780,99,53,277231,220
4613,Legendary,2390,124,52,247964,136
4614,Mortal Kombat Kollection,1233,499,51,683743,124
4615,Superfrog HD,644,249,48,292210,117
4616,Ravaged Zombie Apocalypse,668,374,43,211783,233
4617,Postal 3,1217,999,41,58765,501
4618,Rekoil,506,1499,38,20510,137
4619,Street Fighter IV,2172,1999,999999,101859,2531
4620,Call of Duty,3170,979,999999,144031,622
4621,Star Wars Jedi Knight: Dark Forces II,2101,599,999999,701027,219
4622,Freespace 2,377,399,999999,16823,109
4623,Tom Clancy's Splinter Cell,2634,599,999999,171685,514
4624,Descent 3,429,399,999999,8527,50
4625,F.E.A.R.: Perseus Mandate,1854,999,999999,1035179,514
4626,F.E.A.R.: Extraction Point,1854,999,999999,1035179,335
4627,Brothers in Arms: Road to Hill 30,2592,599,999999,71900,632
4628,Call of Duty: United Offensive,3170,1499,999999,121677,427
4629,Thief 2,1122,174,999999,370332,409
4630,Bionic Commando Rearmed,2151,299,999999,96558,311
4631,Tom Clancy's Rainbow Six: Vegas,2626,599,999999,91488,157
4632,Tom Clancy's Rainbow Six 3: Gold Edition,2457,599,999999,87340,755
4633,Brothers in Arms: Earned in Blood,2442,599,999999,68674,452
4634,Tron 2.0,251,669,999999,11522,322
4635,Act of War: Direct Action,2654,499,999999,10831,821
4636,Tomb Raider: Legend,3003,349,999999,542939,505
4637,Painkiller: Black Edition,3067,499,999999,241511,441
4638,Quake 4,1414,999,999999,147027,521
4639,Call of Duty: Black Ops - Multiplayer,1682,1959,999999,3244958,7703
4640,Painkiller: Gold Edition,3067,499,999999,26271,617
4641,Deus Ex: Invisible War,3003,349,999999,714624,142
4642,LEGO Batman: The Videogame,2453,999,999999,147948,2113
4643,Super Time Force Ultra,297,749,999999,55999,300
4644,Tom Clancy's Ghost Recon,2529,599,999999,79735,321
4645,Tom Clancy's Splinter Cell: Double Agent,2316,599,999999,170763,552
4646,Brothers in Arms: Hell's Highway,2444,599,999999,83653,1001
4647,Split/Second,255,1339,999999,10831,305
4648,Shadowgrounds: Survivor,2773,149,999999,446380,207
4649,Lego Harry Potter,1815,999,999999,169841,1046
4650,Samurai Gunn,555,1499,999999,11062,350
4651,Condemned: Criminal Origins,962,747,999999,59456,218
4652,DeadCore,244,339,999999,39868,232
4653,Duke Nukem: Manhattan Project,716,499,999999,65217,55
4654,Call of Duty: Advanced Warfare - Multiplayer,227,2939,999999,861420,3405
4655,LEGO Indiana Jones: The Original Adventures,2171,1339,999999,17514,1411
4656,Zuma's Revenge,2102,249,999999,96328,3434
4657,Armed and Dangerous,2171,401,999999,17053,334
4658,Wolfenstein: The Old Blood,45,999,999999,128130,927
4659,Delta Force: Black Hawk Down,2191,699,999999,16823,436
4660,Project: Snowblind,3003,149,999999,59917,254
4661,Sniper Elite,2163,339,999999,278383,706
4662,Lego Star Wars 3: The Clone Wars,1549,1999,999999,52542,2749
4663,Battlestations: Midway,3017,174,999999,286679,324
4664,Unreal II: The Awakening,2649,374,999999,224688,214
4665,SiN Episodes: Emergence,3326,999,999999,219388,337
4666,SiN,3326,999,999999,219388,125
4667,SiN Multiplayer,3326,999,999999,219388,5
4668,Manhunt,2722,249,999999,95636,201
4669,Delta Force: Land Warrior,2191,499,999999,10370,1418
4670,Act of War: High Treason,2654,499,999999,11062,2013
4671,Arma: Combat Operations,2654,159,999999,37102,602
4672,Call of Duty: Black Ops II - Multiplayer,948,2939,999999,2409579,8751
4673,Frontlines: Fuel of War,2666,999,999999,207174,805
4674,Death to Spies: Moment of Truth,2141,249,999999,71209,254
4675,MDK 2 HD,1053,1499,999999,7835,138
4676,PixelJunk™ Shooter,584,179,999999,111307,246
4677,Burn Zombie Burn,1771,249,999999,91258,111
4678,Call of Juarez,2779,249,999999,75818,652
4679,Commandos 3: Destination Berlin,3017,39,999999,369180,108
4680,The Sum of All Fears,2442,599,999999,2535,140
4681,TimeShift,2156,979,999999,52542,255
4682,DarkStar One,2682,149,999999,79275,748
4683,Ionball 2 : Ionstorm,377,104,999999,235058,121
4684,Advent Rising,3199,199,999999,13366,502
4685,Tom Clancy's H.A.W.X.,2283,599,999999,74666,947
4686,Quake III: Team Arena,2876,1199,999999,270087,29
4687,Rogue Trooper,3003,339,999999,58765,600
4688,Eurofighter Typhoon,412,149,999999,34107,10
4689,Earth Defense Force: Insect Armageddon,1282,339,999999,65678,1045
4690,Call of Duty: Ghosts - Multiplayer,450,2939,999999,1237283,3910
4691,AquaNox,1885,249,999999,116607,144
4692,BloodRayne 2,3199,199,999999,21893,629
4693,Incoming Forces,469,149,999999,32724,17
4694,The Club,2675,749,999999,22584,152
4695,Chaser,1798,249,999999,56230,342
4696,Dark Sector,2277,499,999999,60608,407
4697,Desperados 2: Cooper's Revenge,2654,499,999999,42172,420
4698,Lost Planet: Extreme Condition,2914,374,999999,426331,555
4699,Cold Fear,2592,599,999999,12905,256
4700,Delta Force: Xtreme,2191,999,999999,6683,503
4701,Painkiller Overdose,2788,249,999999,203948,155
4702,Blacklight: Tango Down,1800,99,999999,56460,329
4703,Choplifter HD,1254,249,999999,28576,520
4704,BloodRayne,3199,199,999999,17284,519
4705,Red Faction II,2142,199,999999,439006,151
4706,Cold War,526,249,999999,23506,308
4707,Alien Breed: Impact,1841,249,999999,298893,257
4708,Alien Breed 3: Descent,1674,249,999999,276539,231
4709,Lost Planet 2,1707,799,999999,100245,856
4710,Alien Breed 2: Assault,1730,249,999999,463664,143
4711,Front Mission Evolved,1724,499,999999,150714,1041
4712,NecroVisioN,2220,99,999999,93793,329
4713,Chrome: Specforce,1861,124,999999,81810,119
4714,Ubersoldier II,450,149,999999,25580,216
4715,Shadow Ops: Red Mercury,351,349,999999,9218,128
4716,Ninja Blade,2037,499,999999,12675,312
4717,G-Force,255,1339,999999,2765,533
4718,Watchmen: The End Is Nigh,2297,499,999999,35259,148
4719,Tom Clancy's Rainbow Six: Lockdown,2592,599,999999,43094,430
4720,Dokuro,192,399,999999,11522,145
4721,AquaNox 2: Revelation,1885,249,999999,114533,333
4722,Conflict: Denied Ops,2687,149,999999,58765,251
4723,Blue Estate,71,870,999999,7144,311
4724,Conflict Desert Storm,1116,174,999999,13366,251
4725,Yar's Revenge,1512,399,999999,6222,104
4726,Judge Dredd: Dredd vs Death,2275,271,999999,55077,217
4727,Saw,2031,1999,999999,12214,413
4728,Battle Of Europe,273,149,999999,922,59
4729,El Matador,441,124,999999,17975,22
4730,Marine Sharpshooter II: Jungle Warfare,441,149,999999,184129,16
4731,Darkest of Days,2116,1999,999999,14288,1144
4732,Delta Force: Task Force Dagger,2191,499,999999,9448,3506
4733,Cannon Fodder 3,1046,1999,999999,37333,117
4734,Resident Evil™: Operation Raccoon City,1126,2999,999999,70978,618
4735,Special Forces: Team X,862,399,999999,13136,403
4736,Star Wars The Clone Wars: Republic Heroes,2081,1999,999999,227684,200
4737,Watchmen: The End Is Nigh Part 2,2150,499,999999,26732,109
4738,Painkiller: Redemption,1574,249,999999,158088,205
4739,Clan of Champions,961,3999,999999,1383,430
4740,Rocko's Quest,420,99,999999,4839,18
4741,The Chaos Engine,658,99,999999,94484,121
4742,Deep Black : Reloaded,1156,449,999999,12214,114
4743,Battle: Los Angeles,1560,999,999999,10140,156
4744,Global Ops: Commando Libya,1331,249,999999,11062,147
4745,Shadow Harvest: Phantom Ops,1535,249,999999,32032,418
4746,Zombeer,139,699,999999,2304,157
4747,Tunnel Rats 1968,2225,1999,999999,1613,337
4748,Rogue Warrior,2025,499,999999,83192,235
4749,CT Special Forces: Fire for Effect,462,149,999999,34107,124
4750,Kalimba,57,599,999999,2304,335
4751,Z.A.R.,48,449,999999,7835,21
4752,BLADESTORM: Nightmare,21,5999,999999,2074,1500
4753,Dynasty Warriors 8 - Empires,112,3499,999999,18436,3350
4754,Raptor: Call of The Shadows - 2015 Edition,125,249,999999,5531,125
4755,Ys VI: The Ark of Napishtim,51,999,999999,6453,407
4756,STAR WARS™: X-Wing Special Edition,51,999,999999,24658,139
4757,Crazy Taxi,1567,399,999999,256951,40
4758,Crazy Chicken,133,99,999999,2765,50
4759,STAR WARS™: X-Wing Alliance™,51,999,999999,27884,141
4760,Eradicator,224,349,999999,14749,5
4761,Quake II: The Reckoning,2876,334,999999,245889,44
4762,Platypus II,307,174,999999,16823,134
4763,Secret Agent,409,2999,999999,4609,2
4764,Gun Metal,518,149,999999,58304,309
4765,Hot Wheels™ World's Best Driver™,639,999,999999,2996,56
4766,Hidden in Plain Sight,337,499,999999,6913,235
4767,Flight Control HD,1673,249,999999,81118,250
4768,Platypus,307,174,999999,30419,106
4769,The Apogee Throwback Pack,717,249,999999,28576,211
4770,Tomb Raider II,932,349,999999,384620,325
4771,Ether Vapor Remaster,994,319,999999,60608,137
4772,Delta Force: Black Hawk Down - Team Sabre,2191,499,999999,13597,1035
4773,Zombie Camp: Last Survivor,62,139,999999,1336,44
4774,Wolfenstein 3D: Spear of Destiny,2876,249,999999,201874,53
4775,Redline,238,349,999999,11983,25
4776,Hard Truck Apocalypse: Arcade / Ex Machina: Arcade,461,49,999999,9679,247
4777,TRANSFORMERS: Rise of the Dark Spark,359,2449,999999,22123,925
4778,Duck Dynasty,247,1959,999999,4609,223
4779,Terminal Velocity,409,2999,999999,4609,9
4780,Unreal Gold,2649,249,999999,231141,235
4781,Hyper Fighters,511,149,999999,35259,13
4782,Pound of Ground,1686,199,999999,18206,226
4783,Quake Mission Pack 2: Dissolution of Eternity,2876,334,999999,244737,314
4784,Descent 2,484,399,999999,8296,236
4785,Dusk 12,300,99,999999,2535,22
4786,Lugaru HD,1714,249,999999,168689,55
4787,Blake Stone: Aliens of Gold,409,2999,999999,4609,9
4788,Call of Duty: Black Ops - OSX,994,3919,999999,38255,829
4789,Joint Operations: Combined Arms,2088,999,999999,4379,4753
4790,HeXen: Deathkings of the Dark Citadel,2876,334,999999,173067,21
4791,Star Wars - Jedi Knight: Mysteries of the Sith,2101,299,999999,490396,116
4792,Stargunner,409,2999,999999,4609,7
4793,eXceed 3rd - Jade Penetrate Black Package,1050,239,999999,55538,250
4794,Raiden III Digital Edition,268,249,999999,5531,59
4795,Heavy Fire: Afghanistan,307,299,999999,26963,127
4796,Descent: Freespace - The Great War,407,239,999999,11753,233
4797,Coniclysm,1910,499,999999,12675,20
4798,Hitman: Contracts,513,349,999999,313181,231
4799,Monster Challenge Circus,399,74,999999,2074,0
4800,Desert Gunner,457,74,999999,5070,45
4801,Alpha Zylon,338,74,999999,4609,35
4802,Bet On Soldier,195,199,999999,17975,110
4803,BlazBlue: Continuum Shift Extend,189,1799,999999,23045,1054
4804,Commandos: Beyond the Call of Duty,3017,39,999999,314794,124
4805,Cabela's Big Game Hunter Pro Hunts,450,1469,999999,31802,1154
4806,Bloodbath,367,509,999999,4839,138
4807,Daikatana,625,174,999999,219618,36
4808,Killing Floor - Toy Master,245,0,999999,283914,2
4809,Sniper Art of Victory,503,119,999999,32493,115
4810,LEGO Batman 2,1091,999,999999,165232,1546
4811,Rise of the Triad: Dark War,409,2999,999999,4609,6
4812,Halo: Spartan Strike,63,479,999999,23506,250
4813,Master Levels for DOOM II,2876,899,999999,331156,49
4814,The Stalin Subway: Red Veil,237,74,999999,7605,127
4815,Fury Of The Gods,14,399,999999,566,0
4816,Dogfight 1942,1000,399,999999,104163,329
4817,Motorama,209,999,999999,7374,233
4818,Tomb Raider: The Last Revelation,932,349,999999,378398,334
4819,Dark Ages,409,2999,999999,4609,12
4820,PAC-MAN™ and the Ghostly Adventures,597,679,999999,8066,135
4821,Cooking Academy Fire and Knives,238,374,999999,10140,202
4822,CID The Dummy,1987,199,999999,9448,17
4823,Cabela's� Dangerous Hunts 2013,969,1469,999999,13827,223
4824,Painkiller: Recurring Evil,1205,499,999999,116146,208
4825,Clutch,2159,999,999999,26732,202
4826,Crystal Caves,409,2999,999999,4609,102
4827,Spaceforce Homeworld,484,149,999999,1336,0
4828,Call of Duty: Modern Warfare 3 - Multiplayer,1318,1959,999999,3008517,11255
4829,Silicone-2,15,299,999999,566,1
4830,Delta Force: Xtreme 2,2191,999,999999,6683,1902
4831,Chernobyl Commando,377,149,999999,38024,49
4832,Duke Nukem,716,299,999999,46781,135
4833,Tomb Raider (VI): The Angel of Darkness,932,349,999999,378398,238
4834,Realms of the Haunting,420,149,999999,222614,15
4835,NecrovisioN: Lost Company,1945,199,999999,76048,401
4836,THE KING OF FIGHTERS '98 ULTIMATE MATCH FINAL EDITION,184,749,999999,28806,1433
4837,XIIZEAL,13,959,999999,1002,9
4838,Rogue Shooter: The FPS Roguelike,420,374,999999,16823,258
4839,"Warhammer 40,000: Kill Team",392,499,999999,39407,305
4840,Delta Force 2,2191,249,999999,12675,421
4841,MadSpace: To Hell and Beyond,48,449,999999,668,0
4842,Blake Stone: Planet Strike,409,2999,999999,4609,0
4843,Double Dragon Trilogy,154,599,999999,16823,417
4844,Narco Terror,687,499,999999,16823,135
4845,Heli Heroes,594,499,999999,25119,24
4846,METAL SLUG X,259,199,999999,52773,238
4847,Adventure Time:  Explore the Dungeon Because I DON��T KNOW!,576,3999,999999,8066,1329
4848,Space Channel 5: Part 2,1567,399,999999,243355,104
4849,Quake II,2876,499,999999,267091,418
4850,Rotastic,980,339,999999,6453,142
4851,Guilty Gear Isuka,518,499,999999,40098,111
4852,Crash Time III,2031,249,999999,15671,806
4853,Death Rally,1049,499,999999,78814,514
4854,Sledgehammer / Gear Grinder,463,159,999999,7835,128
4855,Spaceman Sparkles 2,29,2,999999,668,102
4856,STAR WARS™: TIE Fighter Special Edition,51,999,999999,26271,213
4857,Painkiller: Resurrection,2060,499,999999,126286,318
4858,Hard Truck: Apocalypse Rise Of Clans / Ex Machina: Meridian 113,461,149,999999,15210,155
4859,Nux,307,104,999999,19358,100
4860,STAR WARS™: X-Wing vs. TIE Fighter,51,999,999999,25580,44
4861,Nam,224,349,999999,14749,5
4862,Quake II: Ground Zero,2876,334,999999,244968,19
4863,Inversion™,1057,339,999999,32724,409
4864,Raptor: Call of the Shadows,409,2999,999999,4609,30
4865,Glacier 3: The Meltdown,511,149,999999,35028,11
4866,Final Hours of Tomb Raider,833,199,999999,21662,25
4867,Slave Zero,238,349,999999,11522,32
4868,Descent,492,279,999999,16362,300
4869,Bio Menace,409,2999,999999,4609,11
4870,Tomb Raider III: Adventures of Lara Croft,932,349,999999,382085,236
4871,GUILTY GEAR XX ACCENT CORE PLUS R,23,1349,999999,8757,645
4872,Star Raiders,1499,349,999999,11292,101
4873,HeXen: Beyond Heretic,2876,249,999999,178368,101
4874,PAC-MAN MUSEUM,478,499,999999,7835,37
4875,Wacky Wheels,409,2999,999999,4609,14
4876,eXceed 2nd - Vampire REX,1050,239,999999,57843,215
4877,Quake Mission Pack 1: Scourge of Armagon,2876,334,999999,244968,224
4878,Man in a Maze: Deathmatch,245,999,999999,3918,13
4879,Monster Bash,409,2999,999999,4609,23
4880,BloodRayne: Betrayal,414,199,999999,39637,305
